Rank,Name,Team,Position,Week,Opponent,PassingCompletions,PassingAttempts,PassingYards,PassingTouchdowns,PassingInterceptions,RushingAttempts,RushingYards,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,FantasyPointsPerGamePPR,FantasyPointsPPR
1894,Noah Brown,HOU,WR,17,TEN,0,0,0,0,0,0.1,0.4,0,5.6,3.4,48.6,0.3,10.1,10.1
1894,Jaxon Smith-Njigba,SEA,WR,10,WAS,0,0,0,0,0,0.1,0.3,0,5.2,3.9,43.7,0.3,10.1,10.1
1894,Curtis Samuel,WAS,WR,16,NYJ,0,0,0,0,0,0.7,3.6,0.1,5.7,4,39.4,0.2,10.1,10.1
1898,Courtland Sutton,DEN,WR,6,KC,0,0,0,0,0,0,0,0,5.6,3.8,46.9,0.3,10.1,10.09
1898,David Njoku,CLE,TE,15,CHI,0,0,0,0,0,0,0,0,5.8,4.1,41.9,0.3,10.1,10.09
1900,Rashid Shaheed,NO,WR,2,CAR,0,0,0,0,0,0.6,4.1,0.1,4.6,3.1,43.7,0.3,10.1,10.08
1900,Jahan Dotson,WAS,WR,11,NYG,0,0,0,0,0,0.02,0.1,0,5.4,3.6,46.7,0.3,10.1,10.08
1900,Cole Kmet,CHI,TE,14,DET,0,0,0,0,0,0.02,0.1,0,5.6,4.1,41.7,0.3,10.1,10.08
1903,Alexander Mattison,MIN,RB,8,GB,0,0,0,0,0,10.4,44.4,0.3,3,2.2,12.2,0.1,10.1,10.06
1904,Clyde Edwards-Helaire,KC,RB,14,BUF,0,0,0,0,0,12.6,48.7,0.4,2.3,1.5,8.8,0.1,10,10.05
1904,Josh Reynolds,DET,WR,3,ATL,0,0,0,0,0,0.1,0.5,0,5.5,3.6,46,0.3,10,10.05
1906,Treylon Burks,TEN,WR,2,LAC,0,0,0,0,0,0.3,2.1,0,5.7,3.6,46.3,0.3,10,10.04
1906,Dalton Kincaid,BUF,TE,18,MIA,0,0,0,0,0,0,0,0,4.7,4.3,39.4,0.3,10,10.04
1908,Jayden Reed,GB,WR,12,DET,0,0,0,0,0,0.5,2.6,0,4.8,3.5,44.7,0.3,10,10.03
1908,Rashee Rice,KC,WR,12,LV,0,0,0,0,0,0.1,0.4,0,5,3.7,44.9,0.3,10,10.03
1910,Javonte Williams,DEN,RB,6,KC,0,0,0,0,0,10.4,43,0.3,3.1,2.3,12.1,0.1,10,10.01
1910,Christian Watson,GB,WR,12,DET,0,0,0,0,0,0.3,1.4,0,4.7,3.3,47.7,0.3,10,10.01
1910,Jaylen Warren,PIT,RB,7,LAR,0,0,0,0,0,7.6,31,0.2,4.2,3.3,20.1,0.1,10,10.01
1910,Nico Collins,HOU,WR,1,BAL,0,0,0,0,0,0,0,0,6.6,3.9,49.1,0.2,10,10.01
1914,Alexander Mattison,MIN,RB,9,ATL,0,0,0,0,0,11.1,43.3,0.3,2.8,2,12.7,0.1,10,10
1914,Tyler Boyd,CIN,WR,9,BUF,0,0,0,0,0,0.2,1.3,0,5.2,3.9,41.7,0.3,10,10
1914,Tyler Boyd,CIN,WR,16,PIT,0,0,0,0,0,0.1,0.6,0,6.6,4.1,46.4,0.2,10,10
1917,Jerry Jeudy,DEN,WR,15,DET,0,0,0,0,0,0.1,0.5,0,4.9,3.5,46.4,0.3,10,9.99
1917,Romeo Doubs,GB,WR,16,CAR,0,0,0,0,0,0.02,0.1,0,6.2,3.9,42.8,0.3,10,9.99
1919,Tyler Allgeier,ATL,RB,2,GB,0,0,0,0,0,12.3,56.3,0.4,1.9,1.2,7.5,0,10,9.98
1919,Najee Harris,PIT,RB,8,JAX,0,0,0,0,0,14,53.2,0.4,2.3,1.6,8.6,0,10,9.98
1921,Jaylen Warren,PIT,RB,10,GB,0,0,0,0,0,8.3,36.9,0.2,4,2.9,17.8,0.1,10,9.97
1921,Demario Douglas,NE,WR,16,DEN,0,0,0,0,0,0.3,1.5,0,6.8,4,46.2,0.2,10,9.97
1923,Curtis Samuel,WAS,WR,7,NYG,0,0,0,0,0,1.2,5.7,0.1,4.6,3.3,36.8,0.3,10,9.95
1923,Dalton Schultz,HOU,TE,8,CAR,0,0,0,0,0,0,0,0,5.3,3.7,38.5,0.4,10,9.95
1925,Kyle Pitts,ATL,TE,1,CAR,0,0,0,0,0,0,0,0,5.3,3.6,45.4,0.3,9.9,9.94
1925,Jake Ferguson,DAL,TE,11,CAR,0,0,0,0,0,0,0,0,5,3.8,37.4,0.4,9.9,9.94
1927,Devin Singletary,HOU,RB,12,JAX,0,0,0,0,0,14,53.9,0.4,2,1.5,8.4,0,9.9,9.93
1927,Darrell Henderson Jr.,LAR,RB,11,SEA,0,0,0,0,0,12.1,47.1,0.4,2.4,1.8,10.2,0,9.9,9.93
1927,Jerome Ford,CLE,RB,6,SF,0,0,0,0,0,13.1,45.4,0.3,3,2.1,10.9,0.1,9.9,9.93
1927,Tyler Boyd,CIN,WR,6,SEA,0,0,0,0,0,0.1,0.4,0,5.6,3.9,41.9,0.3,9.9,9.93
1927,Darren Waller,NYG,TE,6,BUF,0,0,0,0,0,0,0,0,6.4,4.1,46.3,0.2,9.9,9.93
1932,Romeo Doubs,GB,WR,1,CHI,0,0,0,0,0,0.1,0.6,0,4.9,3.6,44.6,0.3,9.9,9.92
1932,Jerry Jeudy,DEN,WR,12,CLE,0,0,0,0,0,0.1,0.5,0,5,3.6,44.7,0.3,9.9,9.92
1932,Jake Ferguson,DAL,TE,15,BUF,0,0,0,0,0,0,0,0,5.1,3.9,42.2,0.3,9.9,9.92
1935,Darrell Henderson Jr.,LAR,RB,9,GB,0,0,0,0,0,13.2,52.6,0.4,1.6,1.4,8.5,0,9.9,9.91
1935,Romeo Doubs,GB,WR,11,LAC,0,0,0,0,0,0.1,0,0,5,3.5,40.1,0.4,9.9,9.91
1935,Jahan Dotson,WAS,WR,3,BUF,0,0,0,0,0,0.2,0.5,0,6,3.5,47.6,0.3,9.9,9.91
1935,Jayden Reed,GB,WR,13,KC,0,0,0,0,0,0.7,5.1,0,5.5,3.5,41,0.3,9.9,9.91
1935,Isaiah Likely,BAL,TE,17,MIA,0,0,0,0,0,0.02,0.1,0,5.4,3.7,44,0.3,9.9,9.91
1935,Darren Waller,NYG,TE,7,WAS,0,0,0,0,0,0,0,0,6.1,4.1,46.1,0.2,9.9,9.91
1941,Kareem Hunt,CLE,RB,8,SEA,0,0,0,0,0,12.4,46.9,0.3,3,1.9,11.1,0.1,9.9,9.9
1941,Jaylen Warren,PIT,RB,4,HOU,0,0,0,0,0,7.2,33.2,0.2,3.8,3,17.8,0.1,9.9,9.9
1943,Samaje Perine,DEN,RB,1,LV,0,0,0,0,0,10.7,43.7,0.3,2.5,1.9,12.2,0.1,9.9,9.89
1943,Tee Higgins,CIN,WR,13,JAX,0,0,0,0,0,0.02,0.1,0,5.6,3.8,48.8,0.2,9.9,9.89
1945,Kareem Hunt,CLE,RB,9,ARI,0,0,0,0,0,10.3,44.3,0.4,2.3,1.5,11.5,0.1,9.9,9.88
1945,Odell Beckham Jr.,BAL,WR,16,SF,0,0,0,0,0,0.1,0.4,0,5.7,3.4,46.4,0.3,9.9,9.88
1947,Gus Edwards,BAL,RB,8,ARI,0,0,0,0,0,13.7,64.5,0.4,1.3,0.8,4.2,0,9.9,9.87
1947,Courtland Sutton,DEN,WR,2,WAS,0,0,0,0,0,0.05,0.2,0,5.6,3.5,47.5,0.3,9.9,9.87
1947,Jake Ferguson,DAL,TE,12,WAS,0,0,0,0,0,0,0,0,4.7,3.7,37.7,0.4,9.9,9.87
1950,Isaiah Likely,BAL,TE,16,SF,0,0,0,0,0,0,0,0,4.8,3.7,43.6,0.3,9.9,9.86
1950,Demario Douglas,NE,WR,9,WAS,0,0,0,0,0,0.5,3.1,0,5.6,3.9,44.5,0.2,9.9,9.86
1952,Kendrick Bourne,NE,WR,2,MIA,0,0,0,0,0,0.4,1.6,0,5,3.5,43.9,0.3,9.8,9.85
1952,Demarcus Robinson,LAR,WR,18,SF,0,0,0,0,0,0.2,0.7,0,6.1,3.7,42.8,0.3,9.8,9.85
1952,Brandin Cooks,DAL,WR,3,ARI,0,0,0,0,0,0.1,0.4,0,5.2,3.7,43.1,0.3,9.8,9.85
1952,Brandin Cooks,DAL,WR,4,NE,0,0,0,0,0,0.1,0.6,0,6,3.8,43.9,0.3,9.8,9.85
1952,Jakobi Meyers,LV,WR,12,KC,0,0,0,0,0,0.2,0.6,0,5.2,3.8,41.9,0.3,9.8,9.85
1957,Jerry Jeudy,DEN,WR,14,LAC,0,0,0,0,0,0.1,0.3,0,4.9,3.7,49.1,0.2,9.8,9.84
1958,D'Onta Foreman,CHI,RB,8,LAC,0,0,0,0,0,13,56.3,0.4,1.9,1.2,6,0,9.8,9.83
1958,Josh Downs,IND,WR,6,JAX,0,0,0,0,0,0.2,0.8,0,5.9,4,45.5,0.2,9.8,9.83
1958,Jaxon Smith-Njigba,SEA,WR,17,PIT,0,0,0,0,0,0.05,0.2,0,6.4,4.2,44.1,0.2,9.8,9.83
1961,Christian Watson,GB,WR,13,KC,0,0,0,0,0,0.2,1.3,0,4.9,3.3,45.8,0.3,9.8,9.81
1961,David Njoku,CLE,TE,1,CIN,0,0,0,0,0,0.05,0.2,0,5.2,3.8,41.9,0.3,9.8,9.81
1961,Jaxon Smith-Njigba,SEA,WR,12,SF,0,0,0,0,0,0.07,0.3,0,5.3,3.8,41.8,0.3,9.8,9.81
1964,Brandin Cooks,DAL,WR,6,LAC,0,0,0,0,0,0.3,1.4,0,5.1,3.6,42.5,0.3,9.8,9.79
1965,Tyjae Spears,TEN,RB,17,HOU,0,0,0,0,0,7.5,29.1,0.2,3.7,2.9,21.7,0.1,9.8,9.78
1965,Gabe Davis,BUF,WR,11,NYJ,0,0,0,0,0,0.07,0.3,0,4.6,3.1,44.5,0.4,9.8,9.78
1965,Courtland Sutton,DEN,WR,3,MIA,0,0,0,0,0,0.05,0.2,0,5.1,3.4,45.6,0.3,9.8,9.78
1965,Dalton Schultz,HOU,TE,17,TEN,0,0,0,0,0,0,0,0,5.7,3.8,41.8,0.3,9.8,9.78
1965,David Njoku,CLE,TE,12,DEN,0,0,0,0,0,0,0,0,5.9,4.3,42.8,0.2,9.8,9.78
1970,Gus Edwards,BAL,RB,9,SEA,0,0,0,0,0,15,61.8,0.4,1.1,0.8,5.9,0,9.8,9.77
1970,Roschon Johnson,CHI,RB,16,ARI,0,0,0,0,0,8,33.7,0.3,3.1,2.5,17,0.1,9.8,9.77
1972,Emari Demercado,ARI,RB,8,BAL,0,0,0,0,0,12.5,44,0.3,3.1,2.1,10.6,0.1,9.8,9.76
1972,Kyle Pitts,ATL,TE,2,GB,0,0,0,0,0,0,0,0,5,3.5,44.6,0.3,9.8,9.76
1974,George Pickens,PIT,WR,15,IND,0,0,0,0,0,0.1,0.7,0,5.9,3.6,48.7,0.2,9.7,9.74
1975,Chuba Hubbard,CAR,RB,11,DAL,0,0,0,0,0,12.8,47.7,0.3,2.4,1.7,10.4,0.1,9.7,9.71
1975,Chuba Hubbard,CAR,RB,13,TB,0,0,0,0,0,11.8,44,0.3,2.4,2,11.1,0.1,9.7,9.71
1977,Jahan Dotson,WAS,WR,4,PHI,0,0,0,0,0,0.1,0.3,0,5.5,3.4,44.7,0.3,9.7,9.7
1978,George Pickens,PIT,WR,14,NE,0,0,0,0,0,0.1,0.5,0,4.5,3.1,47.4,0.3,9.7,9.69
1978,Josh Downs,IND,WR,15,PIT,0,0,0,0,0,0.2,0.8,0,6,3.9,45.1,0.2,9.7,9.69
1980,Chuba Hubbard,CAR,RB,14,NO,0,0,0,0,0,13.3,55.8,0.3,2,1.6,9,0,9.7,9.68
1980,Van Jefferson,LAR,WR,1,SEA,0,0,0,0,0,0.1,0.4,0,5.2,3.4,44.4,0.3,9.7,9.68
1980,Brandin Cooks,DAL,WR,15,BUF,0,0,0,0,0,0.1,0.8,0,4.9,3.4,44,0.3,9.7,9.68
1980,Elijah Moore,CLE,WR,1,CIN,0,0,0,0,0,0.4,2.5,0,5.8,3.5,43.3,0.3,9.7,9.68
1980,Jaxon Smith-Njigba,SEA,WR,1,LAR,0,0,0,0,0,0.1,0.6,0,5.2,3.6,44.2,0.3,9.7,9.68
1980,K.J. Osborn,MIN,WR,11,DEN,0,0,0,0,0,0.05,0.2,0,5.5,3.8,40.6,0.3,9.7,9.68
1980,Cole Kmet,CHI,TE,18,GB,0,0,0,0,0,0.02,0.1,0,5.1,3.8,40.7,0.3,9.7,9.68
1987,Tyler Allgeier,ATL,RB,3,DET,0,0,0,0,0,12.5,54.7,0.4,1.7,1.1,6.9,0,9.7,9.66
1987,Christian Watson,GB,WR,9,LAR,0,0,0,0,0,0.2,1.4,0,5.3,3.3,44.2,0.3,9.7,9.66
1989,AJ Dillon,GB,RB,1,CHI,0,0,0,0,0,10.3,45.3,0.4,2.6,1.7,10.1,0,9.6,9.64
1989,Jahan Dotson,WAS,WR,13,MIA,0,0,0,0,0,0.02,0.1,0,5.3,3.5,43.3,0.3,9.6,9.64
1989,Jaxon Smith-Njigba,SEA,WR,13,DAL,0,0,0,0,0,0.05,0.2,0,5.2,3.6,42.2,0.3,9.6,9.64
1989,Elijah Moore,CLE,WR,17,NYJ,0,0,0,0,0,0.2,1.4,0,5.9,3.9,44,0.2,9.6,9.64
1993,Tyson Bagent,CHI,QB,9,NO,15.6,29.1,166.8,0.8,1,2.4,9.6,0.2,0,0,0,0,9.6,9.63
1993,Kendrick Bourne,NE,WR,7,BUF,0,0,0,0,0,0.3,1.2,0,5.4,3.8,45.1,0.2,9.6,9.63
1993,Curtis Samuel,WAS,WR,18,DAL,0,0,0,0,0,0.7,3.4,0,6.1,4,40.9,0.2,9.6,9.63
1996,Rashid Shaheed,NO,WR,18,ATL,0,0,0,0,0,0.5,3,0,5.3,3.2,43.1,0.3,9.6,9.61
1996,Noah Brown,HOU,WR,15,TEN,0,0,0,0,0,0.1,0.6,0,5.8,3.2,45.5,0.3,9.6,9.61
1996,Jordan Addison,MIN,WR,5,KC,0,0,0,0,0,0.1,0.9,0,5.3,3.5,44.2,0.3,9.6,9.61
1996,Jayden Reed,GB,WR,4,DET,0,0,0,0,0,0.1,0.4,0,4.9,3.5,42.7,0.3,9.6,9.61
1996,Robert Woods,HOU,WR,3,JAX,0,0,0,0,0,0.2,1.6,0,6.2,4,42.5,0.2,9.6,9.61
2001,Jaylen Warren,PIT,RB,5,BAL,0,0,0,0,0,6.9,28.9,0.2,4.2,3.3,18.1,0.1,9.6,9.6
2001,Romeo Doubs,GB,WR,18,CHI,0,0,0,0,0,0.02,0.1,0,5.5,3.7,40.9,0.3,9.6,9.6
2003,Brandin Cooks,DAL,WR,17,DET,0,0,0,0,0,0.2,1.1,0,4.9,3.3,43.8,0.3,9.6,9.59
2003,Tyler Boyd,CIN,WR,4,TEN,0,0,0,0,0,0.1,0.4,0,5.1,3.6,43.5,0.3,9.6,9.59
2005,Dallas Goedert,PHI,TE,15,SEA,0,0,0,0,0,0,0,0,5.1,4,43.8,0.2,9.6,9.58
2006,Jaxon Smith-Njigba,SEA,WR,2,DET,0,0,0,0,0,0.1,0.4,0,4.4,3.4,43.2,0.3,9.6,9.56
2006,Demario Douglas,NE,WR,18,NYJ,0,0,0,0,0,0.8,4.4,0,6.3,3.7,42.2,0.2,9.6,9.56
2006,David Njoku,CLE,TE,9,ARI,0,0,0,0,0,0,0,0,5.5,3.8,39.6,0.3,9.6,9.56
2009,Adam Thielen,CAR,WR,3,SEA,0,0,0,0,0,0.05,0.2,0,5.4,3.8,41.3,0.3,9.6,9.55
2009,Dalton Kincaid,BUF,TE,16,LAC,0,0,0,0,0,0,0,0,4.9,3.9,38.5,0.3,9.6,9.55
2011,Dalton Schultz,HOU,TE,15,TEN,0,0,0,0,0,0,0,0,5.6,3.7,40.4,0.3,9.5,9.54
2012,Tutu Atwell,LAR,WR,6,ARI,0,0,0,0,0,0.5,3.1,0,5,3.3,41.2,0.3,9.5,9.53
2013,Dallas Goedert,PHI,TE,18,NYG,0,0,0,0,0,0,0,0,5.4,4,43.2,0.2,9.5,9.52
2014,Gus Edwards,BAL,RB,11,CIN,0,0,0,0,0,11.6,55.1,0.5,1.2,0.7,5,0,9.5,9.51
2014,Brian Robinson Jr.,WAS,RB,17,SF,0,0,0,0,0,11.5,44.3,0.3,2.3,1.6,12.8,0.1,9.5,9.51
2016,Tyjae Spears,TEN,RB,16,SEA,0,0,0,0,0,7.5,30.6,0.2,3.5,2.7,19.4,0.1,9.5,9.5
2016,Dalton Kincaid,BUF,TE,8,TB,0,0,0,0,0,0,0,0,4.7,3.9,38,0.3,9.5,9.5
2016,Robert Woods,HOU,WR,6,NO,0,0,0,0,0,0.2,0.8,0,5.9,4,42.2,0.2,9.5,9.5
2019,D'Onta Foreman,CHI,RB,7,LV,0,0,0,0,0,14,61.6,0.3,1.6,1.1,6.3,0,9.5,9.49
2020,Miles Sanders,CAR,RB,8,HOU,0,0,0,0,0,12.1,49.4,0.3,2.8,2,9.4,0,9.5,9.48
2020,Jayden Reed,GB,WR,5,LV,0,0,0,0,0,0.2,0.8,0,4.4,3.3,43,0.3,9.5,9.48
2020,Kyle Pitts,ATL,TE,4,JAX,0,0,0,0,0,0,0,0,5,3.4,42.8,0.3,9.5,9.48
2023,Darrell Henderson Jr.,LAR,RB,8,DAL,0,0,0,0,0,11.9,46.3,0.4,2.4,1.6,8.4,0,9.5,9.47
2023,Jaylen Warren,PIT,RB,9,TEN,0,0,0,0,0,7.4,29.4,0.2,3.9,3,19.3,0.1,9.5,9.47
2023,Elijah Moore,CLE,WR,14,JAX,0,0,0,0,0,0.4,1.7,0,5.5,3.7,44,0.2,9.5,9.47
2026,George Pickens,PIT,WR,16,CIN,0,0,0,0,0,0.1,0.6,0,5.9,3.3,48.9,0.2,9.4,9.45
2026,Darren Waller,NYG,TE,17,LAR,0,0,0,0,0,0,0,0,5.6,3.8,44.5,0.2,9.4,9.45
2026,Robert Woods,HOU,WR,4,PIT,0,0,0,0,0,0.2,1.1,0,5.8,3.8,43.4,0.2,9.4,9.45
2026,Robert Woods,HOU,WR,5,ATL,0,0,0,0,0,0.1,0.8,0,5.6,3.9,42.7,0.2,9.4,9.45
2030,Christian Watson,GB,WR,10,PIT,0,0,0,0,0,0.2,1.1,0,4.6,3,45.3,0.3,9.4,9.44
2030,Odell Beckham Jr.,BAL,WR,12,LAC,0,0,0,0,0,0.1,0.4,0,4.5,3.1,45,0.3,9.4,9.44
2030,Dallas Goedert,PHI,TE,14,DAL,0,0,0,0,0,0,0,0,5,3.9,43.4,0.2,9.4,9.44
2033,Trevor Siemian,NYJ,QB,17,CLE,17.3,31.8,175.6,0.8,1,2.3,8.1,0.1,0,0,0,0,9.4,9.43
2034,Jahan Dotson,WAS,WR,15,LAR,0,0,0,0,0,0.02,0.1,0,5.9,3.4,42.1,0.3,9.4,9.42
2035,Jerry Jeudy,DEN,WR,16,NE,0,0,0,0,0,0.1,0.4,0,5.1,3.2,43.7,0.3,9.4,9.41
2035,Brandin Cooks,DAL,WR,8,LAR,0,0,0,0,0,0.5,2.5,0,5,3.3,40.6,0.3,9.4,9.41
2035,Gerald Everett,LAC,TE,16,BUF,0,0,0,0,0,0.02,0.1,0,6.3,3.9,37,0.3,9.4,9.41
2035,Cole Kmet,CHI,TE,10,CAR,0,0,0,0,0,0.02,0.1,0,5.4,3.9,37,0.3,9.4,9.41
2039,Taysom Hill,NO,QB,10,MIN,0,0,0,0,0,6.4,34,0.4,1.9,1.5,15,0.1,9.4,9.4
2039,Chuba Hubbard,CAR,RB,8,HOU,0,0,0,0,0,9.9,40.4,0.3,2.9,2.1,10.6,0.1,9.4,9.4
2041,Brandin Cooks,DAL,WR,16,MIA,0,0,0,0,0,0.1,0.6,0,4.9,3.2,43.2,0.3,9.4,9.38
2041,Jaxon Smith-Njigba,SEA,WR,14,SF,0,0,0,0,0,0.05,0.2,0,5.3,3.9,42.6,0.2,9.4,9.38
2043,Pat Freiermuth,PIT,TE,1,SF,0,0,0,0,0,0,0,0,5,3.6,39.7,0.3,9.4,9.37
2043,Wan'Dale Robinson,NYG,WR,18,PHI,0,0,0,0,0,0.9,5.1,0,6.5,3.9,37.6,0.2,9.4,9.37
2043,David Njoku,CLE,TE,14,JAX,0,0,0,0,0,0,0,0,6,4.1,40.7,0.2,9.4,9.37
2046,Jerick McKinnon,KC,RB,15,NE,0,0,0,0,0,5.6,21.4,0.2,3.6,2.9,21.2,0.2,9.4,9.36
2046,Kendrick Bourne,NE,WR,4,DAL,0,0,0,0,0,0.4,1.8,0,5.3,3.4,39.8,0.3,9.4,9.36
2046,Pat Freiermuth,PIT,TE,2,CLE,0,0,0,0,0,0,0,0,5.3,3.6,39.6,0.3,9.4,9.36
2046,Cole Kmet,CHI,TE,6,MIN,0,0,0,0,0,0,0,0,5.5,3.7,38.6,0.3,9.4,9.36
2050,Romeo Doubs,GB,WR,8,MIN,0,0,0,0,0,0.02,0.1,0,5.4,3.5,40.4,0.3,9.4,9.35
2051,Brian Robinson Jr.,WAS,RB,10,SEA,0,0,0,0,0,12.4,50.5,0.4,2.1,1.3,7.9,0,9.3,9.34
2051,Marquez Valdes-Scantling,KC,WR,1,DET,0,0,0,0,0,0.02,0.1,0,4.5,2.9,46.3,0.3,9.3,9.34
2051,Rondale Moore,ARI,WR,11,HOU,0,0,0,0,0,2,7,0,5.5,3.9,35.4,0.2,9.3,9.34
2054,Rashee Rice,KC,WR,7,LAC,0,0,0,0,0,0.02,0.1,0,4.4,3.3,42.2,0.3,9.3,9.33
2054,David Njoku,CLE,TE,3,TEN,0,0,0,0,0,0.02,0.1,0,5,3.5,40.2,0.3,9.3,9.33
2054,Zach Ertz,ARI,TE,5,CIN,0,0,0,0,0,0,0,0,6.1,4.4,37.3,0.2,9.3,9.33
2057,Zack Moss,IND,RB,2,HOU,0,0,0,0,0,12.7,55.6,0.3,2,1.4,7.6,0,9.3,9.32
2058,Roschon Johnson,CHI,RB,4,DEN,0,0,0,0,0,9.7,36.2,0.3,2.9,2,12.9,0.1,9.3,9.31
2058,Brandin Cooks,DAL,WR,11,CAR,0,0,0,0,0,0.2,0.9,0,4.6,3.3,41.2,0.3,9.3,9.31
2060,K.J. Osborn,MIN,WR,9,ATL,0,0,0,0,0,0.05,0.2,0,5.5,3.7,43.8,0.2,9.3,9.3
2061,Christian Watson,GB,WR,11,LAC,0,0,0,0,0,0.2,0.3,0,4.6,3.1,43.6,0.3,9.3,9.29
2061,Michael Gallup,DAL,WR,6,LAC,0,0,0,0,0,0,0,0,4.9,3.3,41.9,0.3,9.3,9.29
2061,Tyler Boyd,CIN,WR,3,LAR,0,0,0,0,0,0.1,0.5,0,4.8,3.5,41.4,0.3,9.3,9.29
2064,Zack Moss,IND,RB,6,JAX,0,0,0,0,0,11.4,54.2,0.3,2.2,1.4,8.6,0,9.3,9.28
2064,Tyler Boyd,CIN,WR,2,BAL,0,0,0,0,0,0.1,0.5,0,5,3.4,42.3,0.3,9.3,9.28
2064,Sam LaPorta,DET,TE,3,ATL,0,0,0,0,0,0,0,0,4.9,3.5,39.8,0.3,9.3,9.28
2067,DJ Chark,CAR,WR,4,MIN,0,0,0,0,0,0.02,0.1,0,5.1,3,44.6,0.3,9.3,9.27
2067,Jahan Dotson,WAS,WR,6,ATL,0,0,0,0,0,0.02,0.1,0,5.6,3.3,41.6,0.3,9.3,9.27
2067,Kyle Pitts,ATL,TE,9,MIN,0,0,0,0,0,0,0,0,5.8,3.6,44.7,0.2,9.3,9.27
2070,Gabe Davis,BUF,WR,18,MIA,0,0,0,0,0,0.05,0.2,0,4.7,2.8,46.3,0.3,9.2,9.25
2070,Elijah Moore,CLE,WR,2,PIT,0,0,0,0,0,0.4,4.4,0,5.3,3.2,40.1,0.3,9.2,9.25
2070,Odell Beckham Jr.,BAL,WR,1,HOU,0,0,0,0,0,0.1,0.6,0,4.6,3.3,40.9,0.3,9.2,9.25
2073,Tutu Atwell,LAR,WR,2,SF,0,0,0,0,0,0.4,3.5,0,4.8,3.2,44.9,0.2,9.2,9.24
2073,Jake Ferguson,DAL,TE,5,SF,0,0,0,0,0,0,0,0,5.5,3.8,36.4,0.3,9.2,9.24
2073,Wan'Dale Robinson,NYG,WR,5,MIA,0,0,0,0,0,0.9,2.9,0,5.5,3.9,38.5,0.2,9.2,9.24
2076,Romeo Doubs,GB,WR,3,NO,0,0,0,0,0,0.1,0.3,0,4.6,3.3,41,0.3,9.2,9.23
2076,Kadarius Toney,KC,WR,3,CHI,0,0,0,0,0,0.9,5.4,0,4.7,3.5,35.9,0.3,9.2,9.23
2076,Kyle Pitts,ATL,TE,8,TEN,0,0,0,0,0,0,0,0,5.8,3.6,44.3,0.2,9.2,9.23
2079,Odell Beckham Jr.,BAL,WR,14,LAR,0,0,0,0,0,0.1,0.3,0,4.4,3.1,42.9,0.3,9.2,9.22
2079,Pat Freiermuth,PIT,TE,3,LV,0,0,0,0,0,0,0,0,5.2,3.6,38.2,0.3,9.2,9.22
2079,Dalton Kincaid,BUF,TE,17,NE,0,0,0,0,0,0,0,0,4.8,3.9,35.2,0.3,9.2,9.22
2082,Elijah Moore,CLE,WR,15,CHI,0,0,0,0,0,0.3,1.8,0,5.5,3.6,42.3,0.2,9.2,9.21
2083,Jayden Reed,GB,WR,2,ATL,0,0,0,0,0,0.2,2.2,0,5.2,3.3,40.8,0.3,9.2,9.2
2083,David Njoku,CLE,TE,2,PIT,0,0,0,0,0,0.02,0.1,0,4.9,3.5,38.9,0.3,9.2,9.2
2083,Kyle Pitts,ATL,TE,10,ARI,0,0,0,0,0,0,0,0,5.6,3.7,43,0.2,9.2,9.2
2086,Gus Edwards,BAL,RB,17,MIA,0,0,0,0,0,11,50.7,0.4,1.1,0.9,8.2,0,9.2,9.19
2086,Zay Flowers,BAL,WR,1,HOU,0,0,0,0,0,0.3,1.5,0,4.4,3.1,41.4,0.3,9.2,9.19
2086,Curtis Samuel,WAS,WR,5,CHI,0,0,0,0,0,1.2,6,0.1,4.6,3.4,33.9,0.2,9.2,9.19
2086,Curtis Samuel,WAS,WR,11,NYG,0,0,0,0,0,1.1,4.9,0.1,5,3.5,34,0.2,9.2,9.19
2086,Jaxon Smith-Njigba,SEA,WR,3,CAR,0,0,0,0,0,0.1,0.5,0,5.1,3.6,39.4,0.3,9.2,9.19
2091,Odell Beckham Jr.,BAL,WR,17,MIA,0,0,0,0,0,0.1,0.4,0,4.9,3.1,42.4,0.3,9.2,9.18
2091,Odell Beckham Jr.,BAL,WR,2,CIN,0,0,0,0,0,0.1,0.5,0,5.1,3.1,42.3,0.3,9.2,9.18
2091,Curtis Samuel,WAS,WR,6,ATL,0,0,0,0,0,1.3,6.1,0.1,4.6,3.3,34.7,0.2,9.2,9.18
2091,Romeo Doubs,GB,WR,13,KC,0,0,0,0,0,0.02,0.1,0,5,3.5,38.7,0.3,9.2,9.18
2095,Rashod Bateman,BAL,WR,3,IND,0,0,0,0,0,0,0,0,4.9,3.3,42.7,0.3,9.2,9.17
2096,Matt Breida,NYG,RB,4,SEA,0,0,0,0,0,8.9,41.9,0.3,2.6,1.8,9.7,0.1,9.2,9.16
2096,Jake Ferguson,DAL,TE,10,NYG,0,0,0,0,0,0,0,0,5.1,3.6,37.6,0.3,9.2,9.16
2096,Allen Robinson II,PIT,WR,2,CLE,0,0,0,0,0,0.02,0.1,0,5.7,3.7,42.5,0.2,9.2,9.16
2099,Gus Edwards,BAL,RB,16,SF,0,0,0,0,0,11.9,50.5,0.4,1.3,0.9,8,0,9.2,9.15
2099,Josh Reynolds,DET,WR,2,SEA,0,0,0,0,0,0.1,0.4,0,4.7,3.2,41.1,0.3,9.2,9.15
